Name,Category,Rating,Reviews,Location_Area,Has_Website
"Madurai Sri Thevar Hotel, Parrys",Restaurant,4.0,1437,"Chennai, Greater Chennai",0
Hotel Sri Krishna Prasad,South Indian Restaurant,4.2,4570,"Chennai, Greater Chennai",0
Hotel Lakshmi Alluriah,Andhra Restaurant,4.5,294,"Chennai, Greater Chennai",0
Balaji Bhavan (Bombay & Rajasthani Meals),Rajasthani Restaurant,4.3,168,"Chennai, Greater Chennai",0
Sharma Lunch Home,Restaurant,4.5,125,"Chennai, Greater Chennai",1
House of Venu Krishna - HVK Pure Vegetarian Fine Dining Restaurant,Vegetarian Restaurant,4.0,376,"Chennai, Greater Chennai",0
Kichas Corner,Fast Food Restaurant,4.4,1084,"Chennai, Greater Chennai",1
Hotel Shiva Shagar Chennai Central,Vegetarian Restaurant,4.0,130,"Chennai, Greater Chennai",0
Shree Voveshwar Bhojanalaya,Rajasthani Restaurant,4.1,170,"Chennai, Greater Chennai",1
Adyar Ananda Bhavan - A2B,Vegetarian Restaurant,3.1,947,"Chennai, Greater Chennai",1
National Bhavan Vegetarian Hotel,South Indian Restaurant,4.3,437,"Chennai, Greater Chennai",0
Sri Krishna Bhojanalaya,Rajasthani Restaurant,4.2,110,"Chennai, Greater Chennai",0
Bhimas Cool Point,Cafe,5.0,2,"Chennai, Greater Chennai",0
Rajshri Fashions (Designer Bridal Studio @ Sowcarpet),Bridal Shop,4.8,1134,"Chennai, Greater Chennai",1
Al Arz Restaurant,North Indian Restaurant,4.0,1595,"Chennai, Greater Chennai",1
Natarajah - Veg Restaurant,Vegetarian Restaurant,4.0,1246,"Chennai, Greater Chennai",0
Sultan's Table,Fine Dining Restaurant,4.1,58,"Chennai, Greater Chennai",1
KAMATCHI EXPRESS,Restaurant,3.9,104,"Chennai, Greater Chennai",0
Taste of Turkey,Meat Dish Restaurant,4.1,317,"Chennai, Greater Chennai",1
Murudi Hotel Bhagirathi,Vegetarian Restaurant,3.6,169,"Chennai, Greater Chennai",0
Hotel Zum Zum 1969,Restaurant,3.7,1798,"Chennai, Greater Chennai",1
SS Hyderabad Biryani Parrys,Biryani Restaurant,4.0,1277,"Chennai, Greater Chennai",1
Khau Gully,Restaurant,4.0,102,"Chennai, Greater Chennai",1
Saravana Bhavan - George Town,South Indian Restaurant,3.4,3661,"Chennai, Greater Chennai",1
Ravi Mehra's Delhi Hotel,North Indian Restaurant,4.1,618,"Chennai, Greater Chennai",1
Shri Jinendra Sripal Bhavan,Restaurant,4.6,185,"Chennai, Greater Chennai",0
Valima Biriyani,Biryani Restaurant,4.1,670,"Chennai, Greater Chennai",0
